time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m
2016-08-05 1100,638.83,706.83,163.76,0.07,63.97,28.15,1.03
2016-08-05 1200,700.12,851.04,127.13,0.08,75.11,29.7,0.97
2016-08-05 1300,704.91,864.15,126.25,0.08,75.93,30.39,0.97
2016-08-05 1400,664.57,809.19,119.35,0.07,65.38,30.97,0.9
2016-08-05 1500,508.74,426.34,268.07,0.06,51.98,31.23,0.83
2016-08-05 1600,193.5,13.86,250.86,0.02,37.91,29.46,0.48
2016-08-05 1700,217.05,135.94,163.35,0.02,23.62,28.53,0.48
2016-08-05 1800,30.31,0,53.96,0,9.28,26.84,1.17
2016-08-05 1900,0,0,0,0,0,25.65,0.9
2016-08-05 2000,0,0,0,0,0,25.19,0.55
2016-08-05 2100,0,0,0,0,0,24.61,0.41
2016-08-05 2200,0,0,0,0,0,24.4,0.55
2016-08-05 2300,0,0,0,0,0,24.42,0.34
2016-08-06 0000,0,0,0,0,0,24.15,0.28
2016-08-06 0100,0,0,0,0,0,23.67,0.34
2016-08-06 0200,0,0,0,0,0,23.11,0.48
2016-08-06 0300,0,0,0,0,0,22.97,0.55
2016-08-06 0400,0,0,0,0,0,23.74,0.34
2016-08-06 0500,0,0,0,0,0,23.68,0.21
2016-08-06 0600,0,0,0,0,0,23.52,0.34
2016-08-06 0700,4.82,0,15.99,0,7.72,23.68,0.28
2016-08-06 0800,19.73,0,38.97,0,22.08,24.63,0.28
2016-08-06 0900,184.39,15.62,232.8,0.02,36.4,25.43,0.34
2016-08-06 1000,436.58,252.75,324.62,0.05,50.54,26.33,0.76
2016-08-06 1100,561.94,434.46,326.49,0.06,64.11,28.06,0.9
2016-08-06 1200,565.49,366.22,409.77,0.06,75.35,29.1,0.76
2016-08-06 1300,666.27,718.62,221.93,0.08,76.16,30.03,0.48
2016-08-06 1400,518.25,292.6,411.14,0.06,65.48,28.65,0.76
2016-08-06 1500,475.22,318.34,324.16,0.05,52.02,29.48,0.69
2016-08-06 1600,275.81,78.23,291.64,0.03,37.92,28.92,0.69
2016-08-06 1700,198.94,96.58,177.49,0.02,23.61,28.47,0.62
2016-08-06 1800,8.2,0,21.98,0,9.25,27.84,0.69
2016-08-06 1900,0,0,0,0,0,26.96,0.83
2016-08-06 2000,0,0,0,0,0,26.83,0.41
2016-08-06 2100,0,0,0,0,0,25.96,0.48
2016-08-06 2200,0,0,0,0,0,25.17,0.83
2016-08-06 2300,0,0,0,0,0,24.88,0.97
2016-08-07 0000,0,0,0,0,0,24.62,0.97
2016-08-07 0100,0,0,0,0,0,24.32,0.97
2016-08-07 0200,0,0,0,0,0,23.84,0.9
2016-08-07 0300,0,0,0,0,0,23.41,0.97
2016-08-07 0400,0,0,0,0,0,23.16,0.9
2016-08-07 0500,0,0,0,0,0,22.86,0.97
2016-08-07 0600,0,0,0,0,0,22.88,0.76
2016-08-07 0700,52.4,0,81.94,0.01,7.74,23.19,0.34
2016-08-07 0800,104.46,0,147.9,0.01,22.12,24.78,0.55
2016-08-07 0900,174.29,10.74,224.84,0.02,36.46,25.69,0.69
2016-08-07 1000,194.36,2.95,258.88,0.02,50.63,26.58,0.9
2016-08-07 1100,317.24,30.62,391.73,0.03,64.25,27.95,1.17
2016-08-07 1200,418.9,93.06,468.51,0.04,75.59,29.11,1.38
2016-08-07 1300,421.64,94.18,473.55,0.05,76.39,30.19,1.52
2016-08-07 1400,388.9,83.34,441.62,0.04,65.58,29.55,0.76
2016-08-07 1500,417.25,187.48,373.39,0.04,52.07,29.43,0.83
2016-08-07 1600,370.36,251.61,244.27,0.04,37.93,29.53,0.76
2016-08-07 1700,224.66,151.84,157.35,0.02,23.59,28.54,0.76
2016-08-07 1800,34.67,0,59.96,0,9.21,27.18,0.62
2016-08-07 1900,0,0,0,0,0,26.23,0.76
2016-08-07 2000,0,0,0,0,0,25.74,1.03
2016-08-07 2100,0,0,0,0,0,25.09,0.83
2016-08-07 2200,0,0,0,0,0,24.53,0.9
2016-08-07 2300,0,0,0,0,0,24.07,0.9
2016-08-08 0000,0,0,0,0,0,24.18,0.69
2016-08-08 0100,0,0,0,0,0,24.3,0.55
2016-08-08 0200,0,0,0,0,0,23.99,0.21
2016-08-08 0300,0,0,0,0,0,23.79,0.14
2016-08-08 0400,0,0,0,0,0,23.56,0.14
2016-08-08 0500,0,0,0,0,0,23.31,0.14
2016-08-08 0600,0,0,0,0,0,23.13,0.21
2016-08-08 0700,24.19,0,44.97,0,7.75,23.27,0.07
2016-08-08 0800,104.42,0,147.9,0.01,22.15,24.59,0.21
2016-08-08 0900,356.99,271.58,198.38,0.04,36.52,26.06,0.62
2016-08-08 1000,487.48,385.72,262.4,0.05,50.72,27.25,0.9
2016-08-08 1100,563.6,436.63,327.53,0.06,64.4,28.93,1.1
2016-08-08 1200,575.67,386.18,402.78,0.06,75.84,30.06,1.17
2016-08-08 1300,475.67,168.57,479.36,0.05,76.61,30.98,1.24
2016-08-08 1400,440.77,149.84,448.46,0.05,65.68,30.34,0.9
2016-08-08 1500,441.44,242.1,356.31,0.05,52.1,30.43,0.69
2016-08-08 1600,200.4,16.85,257.85,0.02,37.93,30.4,0.55
2016-08-08 1700,117.91,9.86,158.9,0.01,23.57,29.73,0.41
2016-08-08 1800,38.79,0,65.95,0.01,9.17,28.97,0.41
2016-08-08 1900,0,0,0,0,0,28.25,0.55
2016-08-08 2000,0,0,0,0,0,26.75,0.83
2016-08-08 2100,0,0,0,0,0,25.86,1.03
2016-08-08 2200,0,0,0,0,0,25.55,1.17
2016-08-08 2300,0,0,0,0,0,25.02,1.1
2016-08-09 0000,0,0,0,0,0,24.41,0.97
2016-08-09 0100,0,0,0,0,0,23.87,0.9
2016-08-09 0200,0,0,0,0,0,24.02,0.76
2016-08-09 0300,0,0,0,0,0,23.82,0.69
2016-08-09 0400,0,0,0,0,0,24.05,0.55
2016-08-09 0500,0,0,0,0,0,23.45,0.62
2016-08-09 0600,0,0,0,0,0,23.25,0.62
2016-08-09 0700,67.27,0,100.93,0.01,7.77,23.71,0.41
2016-08-09 0800,108.78,0,153.89,0.01,22.19,25.48,0.28
2016-08-09 0900,360.27,290.24,188.38,0.04,36.58,27.24,0.34
2016-08-09 1000,525.18,523.62,182.53,0.06,50.82,28.71,0.83
2016-08-09 1100,606.74,588.9,241.59,0.07,64.54,30.06,1.17
2016-08-09 1200,660.61,672.49,245.79,0.07,76.09,31.16,1.31
2016-08-09 1300,644.35,603.03,294.89,0.07,76.84,32.11,1.38
2016-08-09 1400,636.19,690.8,199.17,0.07,65.78,32.41,1.03
2016-08-09 1500,477.5,335.46,317.22,0.05,52.14,32.34,0.97
2016-08-09 1600,310.89,131.83,288.53,0.03,37.93,31.1,0.69
2016-08-09 1700,220.49,151,157.4,0.02,23.55,30.65,0.07
2016-08-09 1800,34.28,0,59.96,0,9.13,29.23,0.21
2016-08-09 1900,0,0,0,0,0,28.11,0.9
2016-08-09 2000,0,0,0,0,0,26.94,1.31
2016-08-09 2100,0,0,0,0,0,25.79,1.52
2016-08-09 2200,0,0,0,0,0,25.1,0.97
2016-08-09 2300,0,0,0,0,0,23.78,0.97
2016-08-10 0000,0,0,0,0,0,24.37,0.83
2016-08-10 0100,0,0,0,0,0,24.24,0.69
2016-08-10 0200,0,0,0,0,0,25.41,0.48
2016-08-10 0300,0,0,0,0,0,24.48,0.69
2016-08-10 0400,0,0,0,0,0,24.56,0.55
2016-08-10 0500,0,0,0,0,0,24.69,0.48
2016-08-10 0600,0,0,0,0,0,24.56,0.41
2016-08-10 0700,11.56,0,26.98,0,7.79,24.29,0.34
2016-08-10 0800,30.56,0,53.96,0,22.24,25.05,0.41
2016-08-10 0900,216.44,35.19,254.65,0.02,36.65,26.07,0.28
2016-08-10 1000,368.69,127,363.21,0.04,50.91,27.16,0.55
2016-08-10 1100,596.05,544.56,269.58,0.07,64.69,28.33,0.76
2016-08-10 1200,594.61,437.85,379.78,0.07,76.34,29.22,0.9
2016-08-10 1300,632.22,555.54,322.91,0.07,77.07,30.03,0.9
2016-08-10 1400,384.33,79.42,442.65,0.04,65.87,29.71,0.34
2016-08-10 1500,231.43,8.93,304.86,0.03,52.17,29.07,0.41
2016-08-10 1600,32.87,0,57.98,0,37.93,28.9,0.07
2016-08-10 1700,34.48,0,59.98,0,23.53,28.31,0.69
2016-08-10 1800,5.28,0,16.99,0,9.08,27.1,0.62
2016-08-10 1900,0,0,0,0,0,25.8,0.9
2016-08-10 2000,0,0,0,0,0,25.38,0.83
2016-08-10 2100,0,0,0,0,0,24.99,1.03
2016-08-10 2200,0,0,0,0,0,24.56,1.17
2016-08-10 2300,0,0,0,0,0,24.04,0.97
2016-08-11 0000,0,0,0,0,0,23.65,0.69
2016-08-11 0100,0,0,0,0,0,24.14,0.41
2016-08-11 0200,0,0,0,0,0,24.66,0.28
2016-08-11 0300,0,0,0,0,0,24.15,0.55
2016-08-11 0400,0,0,0,0,0,24.21,0.34
2016-08-11 0500,0,0,0,0,0,24.07,0.21
2016-08-11 0600,0,0,0,0,0,23.95,0.21
2016-08-11 0700,61.59,0,93.93,0.01,7.82,23.95,0.07
2016-08-11 0800,80.9,0,118.92,0.01,22.28,25.47,0.34
2016-08-11 0900,291.19,125.18,261.02,0.03,36.72,27.24,0.76
2016-08-11 1000,514.9,468.76,217.49,0.06,51.01,27.79,1.03
2016-08-11 1100,519.42,306.45,391.81,0.06,64.84,28.67,1.31
2016-08-11 1200,552.87,317.07,434.97,0.06,76.6,29.12,1.17
2016-08-11 1300,512.76,227.22,470.27,0.06,77.3,29.21,0.97
2016-08-11 1400,463.67,184.69,445.43,0.05,65.96,30.19,0.9
2016-08-11 1500,41.61,0,69.97,0.01,52.2,30.07,1.03
2016-08-11 1600,28.61,0,51.98,0,37.93,28.26,0.48
2016-08-11 1700,117.3,9.88,156.9,0.01,23.5,28.01,0.28
2016-08-11 1800,12.7,0,28.98,0,9.03,26.95,0.55
2016-08-11 1900,0,0,0,0,0,25.38,0.55
2016-08-11 2000,0,0,0,0,0,25.62,0.41
2016-08-11 2100,0,0,0,0,0,25.69,0.28
2016-08-11 2200,0,0,0,0,0,25.28,0.41
2016-08-11 2300,0,0,0,0,0,25.03,0.41
2016-08-12 0000,0,0,0,0,0,24.52,0.28
2016-08-12 0100,0,0,0,0,0,23.87,0.14
2016-08-12 0200,0,0,0,0,0,24.49,0.41
2016-08-12 0300,0,0,0,0,0,23.84,0.48
2016-08-12 0400,0,0,0,0,0,23.37,0.62
2016-08-12 0500,0,0,0,0,0,23.31,0.62
2016-08-12 0600,0,0,0,0,0,23.45,0.41
2016-08-12 0700,68.14,0,101.93,0.01,7.84,23.5,0.41
2016-08-12 0800,101.92,0,144.9,0.01,22.33,25.05,0.55
2016-08-12 0900,276.93,98.81,267.2,0.03,36.79,26.1,0.69
2016-08-12 1000,455.37,289.61,314.64,0.05,51.11,27.12,0.9
2016-08-12 1100,565.47,431.11,334.64,0.06,64.99,28.36,1.03
2016-08-12 1200,650.43,611.48,286.81,0.07,76.86,29.38,1.1
2016-08-12 1300,524.01,250.1,464.25,0.06,77.52,30.02,1.17
2016-08-12 1400,409.94,103.29,449.61,0.04,66.04,29.3,0.83
2016-08-12 1500,433.54,217.52,367.43,0.05,52.23,28.97,0.48
2016-08-12 1600,150.69,1.98,206.91,0.02,37.92,28.54,0.62
2016-08-12 1700,42.06,0,69.97,0.01,23.47,27.82,0.48
2016-08-12 1800,7,0,19.99,0,8.98,27.51,0.14
2016-08-12 1900,0,0,0,0,0,27.19,0.21
2016-08-12 2000,0,0,0,0,0,26.89,0.28
2016-08-12 2100,0,0,0,0,0,26.39,0.41
2016-08-12 2200,0,0,0,0,0,26.25,0.34
2016-08-12 2300,0,0,0,0,0,25.92,0.34
2016-08-13 0000,0,0,0,0,0,25.52,0.34
2016-08-13 0100,0,0,0,0,0,25.2,0.28
2016-08-13 0200,0,0,0,0,0,24.9,0.14
2016-08-13 0300,0,0,0,0,0,24.7,0.34
2016-08-13 0400,0,0,0,0,0,23.87,0.69
2016-08-13 0500,0,0,0,0,0,23.37,0.76
2016-08-13 0600,0,0,0,0,0,23.56,0.55
2016-08-13 0700,46.77,0,74.95,0.01,7.87,23.81,0.28
2016-08-13 0800,101.02,0,143.9,0.01,22.38,25.13,0.41
2016-08-13 0900,259.65,76.34,268.37,0.03,36.86,26.58,0.69
2016-08-13 1000,503.57,434.54,239.52,0.05,51.21,28.08,0.83
2016-08-13 1100,580.79,493.52,301.65,0.06,65.15,29.57,0.9
2016-08-13 1200,383.19,61.46,458.65,0.04,77.12,30.75,0.9
2016-08-13 1300,311.56,17.87,406.8,0.03,77.75,31.48,0.69
2016-08-13 1400,563.42,420.22,358.18,0.06,66.12,31.28,0.9
2016-08-13 1500,539.89,497.75,232.31,0.06,52.25,31.41,1.66
2016-08-13 1600,388.55,288.83,227.4,0.04,37.91,29.34,1.38
2016-08-13 1700,144.46,26.7,174.84,0.02,23.43,28.22,0.83
2016-08-13 1800,39.86,0,66.95,0.01,8.93,27.5,0.69
2016-08-13 1900,0,0,0,0,0,26.63,0.69
2016-08-13 2000,0,0,0,0,0,25.99,0.76
2016-08-13 2100,0,0,0,0,0,25.46,0.76
2016-08-13 2200,0,0,0,0,0,25.04,0.76
2016-08-13 2300,0,0,0,0,0,25.16,0.62
2016-08-14 0000,0,0,0,0,0,25.35,0.28
2016-08-14 0100,0,0,0,0,0,24.95,0.14
2016-08-14 0200,0,0,0,0,0,24.89,0.34
2016-08-14 0300,0,0,0,0,0,24.63,0.28
2016-08-14 0400,0,0,0,0,0,24.39,0.21
2016-08-14 0500,0,0,0,0,0,24.18,0.21
2016-08-14 0600,0,0,0,0,0,24.04,0.28
2016-08-14 0700,56.01,0,86.94,0.01,7.9,24.23,0.14
2016-08-14 0800,109.07,0,153.89,0.01,22.43,25.05,0.41
2016-08-14 0900,385.35,344.63,162.5,0.04,36.93,26.38,0.76
2016-08-14 1000,492.76,400.17,260.54,0.05,51.32,28.51,0.83
2016-08-14 1100,580.67,483.75,308.67,0.06,65.3,29.68,1.1
2016-08-14 1200,489.32,193.34,474.29,0.05,77.38,30.89,1.17
2016-08-14 1300,607.53,468.65,374.04,0.07,77.97,31.81,1.31
2016-08-14 1400,609.54,559.44,283.2,0.07,66.2,32.07,1.38
2016-08-14 1500,410.83,177.89,378.53,0.04,52.26,32.07,1.31
2016-08-14 1600,425.78,422.97,151.46,0.05,37.89,30.92,0.83
2016-08-14 1700,168.89,53.43,182.75,0.02,23.39,30.36,0.55
2016-08-14 1800,38.57,0,65.95,0.01,8.87,30.02,0.34
2016-08-14 1900,0,0,0,0,0,29.77,0.34
2016-08-14 2000,0,0,0,0,0,29.17,0.14
2016-08-14 2100,0,0,0,0,0,27.78,0.76
2016-08-14 2200,0,0,0,0,0,26.81,0.76
2016-08-14 2300,0,0,0,0,0,25.85,0.76
2016-08-15 0000,0,0,0,0,0,25.48,0.62
2016-08-15 0100,0,0,0,0,0,24.48,0.69
2016-08-15 0200,0,0,0,0,0,23.99,0.62
2016-08-15 0300,0,0,0,0,0,24.84,0.48
2016-08-15 0400,0,0,0,0,0,24.72,0.34
2016-08-15 0500,0,0,0,0,0,24.55,0.62
2016-08-15 0600,0,0,0,0,0,23.39,0.9
2016-08-15 0700,19.14,0,37.97,0,7.94,23.55,0.55
2016-08-15 0800,83.39,0,121.91,0.01,22.48,25.52,0.83
2016-08-15 0900,256.78,71.5,269.42,0.03,37,26.94,0.97
2016-08-15 1000,427.88,226.76,342.89,0.05,51.42,28.47,1.1
2016-08-15 1100,426,131.61,440.38,0.05,65.45,29.57,1.31
2016-08-15 1200,503.23,213.22,471.26,0.05,77.65,30.43,1.31
2016-08-15 1300,681.45,729.95,224.16,0.08,78.19,31.39,1.24
2016-08-15 1400,504.05,266.37,425.37,0.06,66.27,31.06,0.83
2016-08-15 1500,449.8,263.43,351.44,0.05,52.28,31.66,0.62
2016-08-15 1600,423.57,423.12,151.49,0.05,37.88,30.82,0.41
2016-08-15 1700,242.8,215.81,123.49,0.03,23.35,30.16,0.28
2016-08-15 1800,33.4,0,58.96,0,8.81,30.02,0.14
2016-08-15 1900,0,0,0,0,0,29.64,0.14
2016-08-15 2000,0,0,0,0,0,28.88,0.28
2016-08-15 2100,0,0,0,0,0,28.34,0.41
2016-08-15 2200,0,0,0,0,0,26.2,0.97
2016-08-15 2300,0,0,0,0,0,25.51,0.9
2016-08-16 0000,0,0,0,0,0,25.19,0.83
2016-08-16 0100,0,0,0,0,0,24.6,0.9
2016-08-16 0200,0,0,0,0,0,24.21,0.97
2016-08-16 0300,0,0,0,0,0,23.84,0.97
2016-08-16 0400,0,0,0,0,0,23.55,0.9
2016-08-16 0500,0,0,0,0,0,23.99,0.62
2016-08-16 0600,0,0,0,0,0,23.85,0.62
2016-08-16 0700,68.03,0,101.93,0.01,7.97,23.92,0.62
2016-08-16 0800,110.29,0,155.89,0.01,22.53,26.2,1.03
2016-08-16 0900,360.27,267.49,206.57,0.04,37.08,27.49,1.31
2016-08-16 1000,447.03,265.29,328.8,0.05,51.52,28.5,1.31
2016-08-16 1100,355.98,55.43,421.66,0.04,65.61,29.59,1.31
2016-08-16 1200,532.52,270.8,457.16,0.06,77.92,30.79,1.31
2016-08-16 1300,617.5,491.71,364.09,0.07,78.41,30.9,1.17
2016-08-16 1400,628.35,633.28,241.29,0.07,66.34,30.75,0.83
2016-08-16 1500,448.35,250.57,356.48,0.05,52.29,29.86,0.62
2016-08-16 1600,292.8,99.36,293.7,0.03,37.85,28.87,0.41
2016-08-16 1700,254.09,236.72,111.53,0.03,23.31,27.26,1.03
2016-08-16 1800,10.16,0,24.98,0,8.75,26.19,0.83
2016-08-16 1900,0,0,0,0,0,25.67,1.03
2016-08-16 2000,0,0,0,0,0,25.16,1.24
2016-08-16 2100,0,0,0,0,0,24.8,1.1
2016-08-16 2200,0,0,0,0,0,24.31,1.03
2016-08-16 2300,0,0,0,0,0,23.95,1.03
2016-08-17 0000,0,0,0,0,0,23.75,0.9
2016-08-17 0100,0,0,0,0,0,23.98,0.62
2016-08-17 0200,0,0,0,0,0,24.82,0.21
2016-08-17 0300,0,0,0,0,0,24.43,0.48
2016-08-17 0400,0,0,0,0,0,23.9,0.48
2016-08-17 0500,0,0,0,0,0,24.33,0.34
2016-08-17 0600,0,0,0,0,0,24.19,0.21
2016-08-17 0700,30.75,0,53.96,0,8.01,23.79,0.14
2016-08-17 0800,95.47,0,136.9,0.01,22.59,25.04,0.41
2016-08-17 0900,312.54,155.85,255.96,0.03,37.16,26.38,0.83
2016-08-17 1000,477.41,338.37,295.68,0.05,51.63,27.97,1.24
2016-08-17 1100,610.72,564.31,265.78,0.07,65.77,29.46,1.45
2016-08-17 1200,661.54,631.03,279.96,0.07,78.19,30.3,1.59
2016-08-17 1300,522.75,244.42,470.35,0.06,78.63,31.34,1.45
2016-08-17 1400,409.09,104.41,450.65,0.04,66.4,31.3,1.17
2016-08-17 1500,476.73,322.26,326.45,0.05,52.29,30.83,0.76
2016-08-17 1600,224.84,30.81,274.84,0.02,37.83,30.32,0.83
2016-08-17 1700,240.27,195.23,134.55,0.03,23.26,28.5,1.52
2016-08-17 1800,36.93,0,62.96,0.01,8.68,27.27,1.31
2016-08-17 1900,0,0,0,0,0,26.55,1.52
2016-08-17 2000,0,0,0,0,0,25.98,1.45
2016-08-17 2100,0,0,0,0,0,25.52,1.31
2016-08-17 2200,0,0,0,0,0,25.21,1.24
2016-08-17 2300,0,0,0,0,0,24.71,1.1
2016-08-18 0000,0,0,0,0,0,24.07,1.03
2016-08-18 0100,0,0,0,0,0,23.66,0.9
2016-08-18 0200,0,0,0,0,0,23.85,0.83
2016-08-18 0300,0,0,0,0,0,23.66,0.83
2016-08-18 0400,0,0,0,0,0,23.23,1.03
2016-08-18 0500,0,0,0,0,0,23.03,1.03
2016-08-18 0600,0,0,0,0,0,22.9,0.9
2016-08-18 0700,14.97,0,31.98,0,8.05,23.56,0.76
2016-08-18 0800,85.82,0,124.91,0.01,22.65,25.75,1.45
2016-08-18 0900,268.87,83.35,271.37,0.03,37.24,26.89,1.59
2016-08-18 1000,355.54,101.64,369.42,0.04,51.74,28.27,1.45
2016-08-18 1100,488.07,229.74,426.14,0.05,65.92,29.49,1.52
2016-08-18 1200,447.06,122.07,481.52,0.05,78.47,30.38,1.52
2016-08-18 1300,577.92,370.69,424.23,0.06,78.84,31.55,1.52
2016-08-18 1400,569.07,412.78,365.33,0.06,66.45,30.6,1.31
2016-08-18 1500,455.57,250.72,357.53,0.05,52.29,30.35,1.93
2016-08-18 1600,323.73,144.17,285.66,0.03,37.8,28.09,0.97
2016-08-18 1700,214.17,130.89,163.64,0.02,23.21,27.63,0.41
2016-08-18 1800,32.47,0,56.96,0,8.61,27.03,0.55
2016-08-18 1900,0,0,0,0,0,26.46,0.9
2016-08-18 2000,0,0,0,0,0,24.77,0.83
2016-08-18 2100,0,0,0,0,0,24.25,0.83
2016-08-18 2200,0,0,0,0,0,23.98,0.76
2016-08-18 2300,0,0,0,0,0,23.68,0.83
2016-08-19 0000,0,0,0,0,0,24.15,0.69
2016-08-19 0100,0,0,0,0,0,23.26,0.69
2016-08-19 0200,0,0,0,0,0,25.4,0.28
2016-08-19 0300,0,0,0,0,0,25.07,0.28
2016-08-19 0400,0,0,0,0,0,23.02,0.55
2016-08-19 0500,0,0,0,0,0,22.63,0.83
2016-08-19 0600,0,0,0,0,0,23.21,0.97
2016-08-19 0700,22.01,0,41.97,0,8.09,23.48,0.97
2016-08-19 0800,48.77,0,77.94,0.01,22.71,25.57,1.52
2016-08-19 0900,288.3,107.91,270.24,0.03,37.32,26.4,1.72
2016-08-19 1000,449.41,261.58,332.88,0.05,51.85,27.69,1.38
2016-08-19 1100,432.72,137.68,443.41,0.05,66.08,29.33,1.24
2016-08-19 1200,352.36,34.74,437.75,0.04,78.74,29,1.1
2016-08-19 1300,389.95,59.64,464.71,0.04,79.05,28.95,0.97
2016-08-19 1400,515.5,282.55,422.45,0.06,66.51,29.44,0.62
2016-08-19 1500,352.48,85.59,384.73,0.04,52.29,29.07,1.24
2016-08-19 1600,72.61,0,108.96,0.01,37.77,27.02,1.31
2016-08-19 1700,14.06,0,30.99,0,23.16,26.48,0.21
2016-08-19 1800,37.87,0,63.95,0.01,8.54,25.96,0.07
2016-08-19 1900,0,0,0,0,0,26.18,0.34
2016-08-19 2000,0,0,0,0,0,26.13,0.34
2016-08-19 2100,0,0,0,0,0,25.92,0.34
2016-08-19 2200,0,0,0,0,0,25.71,0.21
2016-08-19 2300,0,0,0,0,0,25.45,0.28
2016-08-20 0000,0,0,0,0,0,25.16,0.28
2016-08-20 0100,0,0,0,0,0,24.45,0.62
2016-08-20 0200,0,0,0,0,0,24.59,0.62
2016-08-20 0300,0,0,0,0,0,23.86,0.69
2016-08-20 0400,0,0,0,0,0,23.06,0.83
2016-08-20 0500,0,0,0,0,0,23.4,0.62
2016-08-20 0600,0,0,0,0,0,23.82,0.41
2016-08-20 0700,5.4,0,16.99,0,8.13,23.61,0.41
2016-08-20 0800,113.04,0,158.89,0.01,22.77,25.49,0.9
2016-08-20 0900,399.94,372.93,150.69,0.04,37.4,26.34,1.17
2016-08-20 1000,563.22,615.16,136.99,0.06,51.96,27.8,1.17
2016-08-20 1100,650.79,718.32,174.07,0.07,66.24,29.2,1.17
2016-08-20 1200,676.29,700.99,241.11,0.08,79.02,30.38,1.17
2016-08-20 1300,683.11,722.85,233.3,0.08,79.25,30.93,1.17
2016-08-20 1400,622.89,612.01,256.41,0.07,66.55,31.97,1.03
2016-08-20 1500,522.12,460.91,256.51,0.06,52.28,32.11,0.83
2016-08-20 1600,380.73,288.56,227.6,0.04,37.73,30.86,0.34
2016-08-20 1700,38.79,0,65.97,0.01,23.1,29.11,0.62
2016-08-20 1800,18.67,0,37.97,0,8.46,28.13,0.41
2016-08-20 1900,0,0,0,0,0,27.57,0.34
2016-08-20 2000,0,0,0,0,0,26.39,0.55
2016-08-20 2100,0,0,0,0,0,25.88,0.69
2016-08-20 2200,0,0,0,0,0,25.47,0.76
2016-08-20 2300,0,0,0,0,0,25.14,0.69
2016-08-21 0000,0,0,0,0,0,25.13,0.55
2016-08-21 0100,0,0,0,0,0,24.53,0.69
2016-08-21 0200,0,0,0,0,0,25.03,0.62
2016-08-21 0300,0,0,0,0,0,24.43,0.62
2016-08-21 0400,0,0,0,0,0,24.14,0.69
2016-08-21 0500,0,0,0,0,0,24.36,0.48
2016-08-21 0600,0,0,0,0,0,23.55,0.69
2016-08-21 0700,61,0,92.93,0.01,8.17,23.47,0.41
2016-08-21 0800,104.56,0,147.9,0.01,22.83,24.55,0.48
2016-08-21 0900,231.87,41.24,265.66,0.02,37.48,25.4,1.03
2016-08-21 1000,447.63,249.89,338.96,0.05,52.07,25.92,1.1
2016-08-21 1100,582.41,450.92,333.89,0.06,66.39,26.45,0.9
2016-08-21 1200,491.82,176.78,483.44,0.05,79.3,27.49,1.1
2016-08-21 1300,506.92,203.88,482.49,0.05,79.44,28.37,0.97
2016-08-21 1400,522.61,299.62,416.49,0.06,66.59,29.13,0.48
2016-08-21 1500,498.57,363.46,307.55,0.05,52.27,28.62,0.83
2016-08-21 1600,140.53,1,194.92,0.02,37.69,28.43,0.62
2016-08-21 1700,193.92,89.39,176.76,0.02,23.04,27.61,0.9
2016-08-21 1800,24.43,0,45.97,0,8.38,27.15,0.97
2016-08-21 1900,0,0,0,0,0,25.92,1.38
2016-08-21 2000,0,0,0,0,0,25.23,1.38
2016-08-21 2100,0,0,0,0,0,24.8,1.1
2016-08-21 2200,0,0,0,0,0,24.3,0.97
2016-08-21 2300,0,0,0,0,0,23.67,0.83
2016-08-22 0000,0,0,0,0,0,23.49,0.62
2016-08-22 0100,0,0,0,0,0,23.67,0.41
2016-08-22 0200,0,0,0,0,0,23.94,0.48
2016-08-22 0300,0,0,0,0,0,23.36,0.55
2016-08-22 0400,0,0,0,0,0,23.48,0.41
2016-08-22 0500,0,0,0,0,0,23.13,0.34
2016-08-22 0600,0,0,0,0,0,22.95,0.21
2016-08-22 0700,45.38,0,72.95,0.01,8.22,23.05,0.07
2016-08-22 0800,71.57,0,106.92,0.01,22.89,24.97,0.34
2016-08-22 0900,133.86,0.98,184.92,0.01,37.57,26.58,0.62
2016-08-22 1000,190.62,1.98,256.89,0.02,52.18,27.94,0.83
2016-08-22 1100,531.97,323.17,396.05,0.06,66.55,28.95,1.17
2016-08-22 1200,490.49,183.78,482.44,0.05,79.57,29.74,1.1
2016-08-22 1300,591.25,411.83,408.31,0.07,79.63,30.62,0.9
2016-08-22 1400,458.17,175.24,452.62,0.05,66.63,31.17,0.69
2016-08-22 1500,492.83,363.56,308.58,0.05,52.26,31.41,0.9
2016-08-22 1600,239.61,41.82,281.84,0.03,37.65,30,1.1
2016-08-22 1700,228.04,171.93,143.7,0.03,22.98,29.21,0.9
2016-08-22 1800,36.01,0,61.96,0,8.3,27.99,0.55
2016-08-22 1900,0,0,0,0,0,27.55,0
2016-08-22 2000,0,0,0,0,0,26.64,0.34
2016-08-22 2100,0,0,0,0,0,26.63,0.41
2016-08-22 2200,0,0,0,0,0,24.56,0.76
2016-08-22 2300,0,0,0,0,0,23.99,0.76
2016-08-23 0000,0,0,0,0,0,24.78,0.62
2016-08-23 0100,0,0,0,0,0,24.58,0.62
2016-08-23 0200,0,0,0,0,0,25.34,0.41
2016-08-23 0300,0,0,0,0,0,24.6,0.55
2016-08-23 0400,0,0,0,0,0,24.78,0.48
2016-08-23 0500,0,0,0,0,0,24.18,0.62
2016-08-23 0600,0,0,0,0,0,23.36,0.83
2016-08-23 0700,69.42,0,103.93,0.01,8.27,24.3,0.28
